player_id,date,market_value_in_eur,current_club_name,current_club_id,player_club_domestic_competition_id,year
29559,2005-06-14,300000,CF América,3631,MEX1,2005
20506,2006-06-11,600000,Atlas Guadalajara,8590,MEX1,2006
30677,2007-10-04,3000000,Racing Club,4035,MEX1,2007
51046,2007-11-19,2000000,UNAM Pumas,2407,MEX1,2007
29559,2007-12-17,3500000,CF América,3631,MEX1,2007
29559,2008-01-11,4750000,CF América,3631,MEX1,2008
37934,2008-01-25,2850000,Club Necaxa,1146,MEX1,2008
53180,2008-01-25,2000000,CD Cruz Azul,3711,MEX1,2008
67917,2008-02-05,150000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
30677,2008-03-31,3750000,CA River Plate,4035,MEX1,2008
67917,2008-06-04,1300000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
67917,2008-06-21,1600000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
67917,2008-08-08,2000000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
67917,2008-10-10,3000000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
29559,2008-12-02,5000000,CF América,3631,MEX1,2008
37934,2008-12-02,4000000,Club Necaxa,1146,MEX1,2008
63333,2008-12-02,500000,CD Cruz Azul,3711,MEX1,2008
71401,2008-12-02,100000,CF Pachuca,4035,MEX1,2008
67917,2008-12-12,4700000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
30677,2008-12-20,3000000,CA River Plate,4035,MEX1,2008
67917,2008-12-20,4000000,Grêmio Foot-Ball Porto Alegrense,7055,MEX1,2008
51046,2009-01-08,3500000,AZ Alkmaar,2407,MEX1,2009
67917,2009-02-26,4000000,Spartak Moscow,7055,MEX1,2009
102699,2009-03-15,100000,Unknown,7055,MEX1,2009
105899,2009-03-30,25000,Club Atlético Lanús II,7055,MEX1,2009
30677,2009-05-14,2800000,CA River Plate,4035,MEX1,2009
29559,2009-06-08,6000000,CF América,3631,MEX1,2009
55666,2009-06-09,1750000,Santos Laguna,1403,MEX1,2009
63333,2009-06-09,800000,CD Cruz Azul,3711,MEX1,2009
102699,2009-06-09,200000,Unknown,7055,MEX1,2009
29559,2009-06-15,8000000,CF América,3631,MEX1,2009
30677,2009-10-06,2500000,CA River Plate,4035,MEX1,2009
105899,2009-10-06,25000,Club Atlético Lanús II,7055,MEX1,2009
53180,2009-12-17,2200000,CD Cruz Azul,3711,MEX1,2009
55666,2009-12-17,2250000,Santos Laguna,1403,MEX1,2009
71401,2009-12-17,300000,CF Pachuca,4035,MEX1,2009
51046,2010-01-17,4000000,AZ Alkmaar,2407,MEX1,2010
30677,2010-01-21,2200000,CA River Plate,4035,MEX1,2010
105899,2010-04-02,50000,Club Atlético Lanús,7055,MEX1,2010
67917,2010-04-15,3000000,Clube de Regatas Vasco da Gama,7055,MEX1,2010
30677,2010-04-20,1800000,CA River Plate,4035,MEX1,2010
105899,2010-04-20,700000,Club Atlético Lanús,7055,MEX1,2010
53180,2010-05-17,1500000,CD Cruz Azul,3711,MEX1,2010
63333,2010-05-17,600000,CF América,3631,MEX1,2010
67917,2010-06-06,2500000,Clube de Regatas Vasco da Gama,7055,MEX1,2010
55666,2010-06-21,2500000,Santos Laguna,1403,MEX1,2010
143045,2010-06-21,250000,Tigres UANL,7055,MEX1,2010
51046,2010-08-04,4500000,AZ Alkmaar,2407,MEX1,2010
63333,2010-11-03,500000,Club Necaxa,1146,MEX1,2010
30677,2010-11-16,1000000,Estudiantes Tecos,4035,MEX1,2010
71401,2010-11-23,300000,CF Pachuca,4035,MEX1,2010
53180,2010-11-28,1250000,CD Cruz Azul,3711,MEX1,2010
64134,2010-11-28,350000,CD Cruz Azul,3711,MEX1,2010
111082,2010-11-28,500000,CD Cruz Azul,3711,MEX1,2010
143045,2010-11-28,400000,Tigres UANL,7055,MEX1,2010
29559,2010-12-14,8000000,CF América,3631,MEX1,2010
55666,2010-12-14,4000000,Santos Laguna,1403,MEX1,2010
105899,2011-01-01,2000000,Club Atlético Lanús,7055,MEX1,2011
53180,2011-05-30,1000000,CD Cruz Azul,3711,MEX1,2011
55666,2011-05-30,4000000,Santos Laguna,1403,MEX1,2011
64134,2011-05-30,700000,CD Cruz Azul,3711,MEX1,2011
111082,2011-05-30,750000,CD Cruz Azul,3711,MEX1,2011
29559,2011-06-30,8000000,CF América,3631,MEX1,2011
105899,2011-06-30,1700000,Club Atlético Lanús,7055,MEX1,2011
131090,2011-06-30,800000,CF América,3631,MEX1,2011
143045,2011-06-30,850000,Tigres UANL,7055,MEX1,2011
67917,2011-07-21,2500000,Spartak Moscow,7055,MEX1,2011
51046,2011-07-29,4500000,RCD Espanyol Barcelona,2407,MEX1,2011
30677,2011-08-12,1000000,Levante UD,4035,MEX1,2011
85324,2011-08-22,400000,Real Murcia CF,4035,MEX1,2011
42457,2011-11-28,1900000,Club Tijuana,13353,MEX1,2011
71401,2011-12-02,300000,CF Pachuca,4035,MEX1,2011
122043,2011-12-02,750000,CF Pachuca,4035,MEX1,2011
129031,2011-12-02,200000,CF América,3631,MEX1,2011
131090,2011-12-02,1000000,CF América,3631,MEX1,2011
53180,2011-12-08,1500000,CD Cruz Azul,3711,MEX1,2011
64134,2011-12-08,900000,CD Cruz Azul,3711,MEX1,2011
111082,2011-12-08,1500000,CD Cruz Azul,3711,MEX1,2011
125165,2011-12-08,600000,CF Monterrey,2407,MEX1,2011
67917,2011-12-09,3800000,Spartak Moscow,7055,MEX1,2011
55666,2011-12-15,2800000,Santos Laguna,1403,MEX1,2011
143045,2011-12-15,1000000,Tigres UANL,7055,MEX1,2011
105899,2011-12-23,3000000,Club Atlético Lanús,7055,MEX1,2011
51046,2012-02-03,6000000,RCD Espanyol Barcelona,2407,MEX1,2012
30677,2012-02-05,800000,Levante UD,4035,MEX1,2012
85324,2012-04-30,300000,Real Murcia CF,4035,MEX1,2012
125165,2012-05-30,600000,CF Monterrey,2407,MEX1,2012
143045,2012-05-30,1500000,Tigres UANL,7055,MEX1,2012
53180,2012-06-01,1500000,CD Cruz Azul,3711,MEX1,2012
64134,2012-06-01,1500000,CD Cruz Azul,3711,MEX1,2012
111082,2012-06-01,1500000,CD Cruz Azul,3711,MEX1,2012
129031,2012-06-01,200000,CF América,3631,MEX1,2012
131090,2012-06-01,1400000,CF América,3631,MEX1,2012
206040,2012-06-01,600000,CF América,3631,MEX1,2012
55666,2012-06-02,2800000,Santos Laguna,1403,MEX1,2012
63333,2012-06-02,500000,CF Pachuca,4035,MEX1,2012
71401,2012-06-02,1000000,CF Pachuca,4035,MEX1,2012
122043,2012-06-02,1000000,CF Pachuca,4035,MEX1,2012
131840,2012-06-09,300000,Club Tijuana,13353,MEX1,2012
67917,2012-07-04,5200000,Spartak Moscow,7055,MEX1,2012
30677,2012-08-01,1000000,Celta de Vigo,4035,MEX1,2012
85324,2012-08-01,600000,Atlético de Madrid,4035,MEX1,2012
51046,2012-08-08,7000000,RCD Espanyol Barcelona,2407,MEX1,2012
185012,2012-09-02,200000,Atlas Guadalajara,8590,MEX1,2012
234227,2012-09-02,300000,Atlas Guadalajara,8590,MEX1,2012
181781,2012-10-24,800000,Juventus Primavera,40188,MEX1,2012
125165,2012-11-30,600000,CF Monterrey,2407,MEX1,2012
129031,2012-11-30,800000,CF América,3631,MEX1,2012
131090,2012-11-30,1800000,CF América,3631,MEX1,2012
206040,2012-11-30,1000000,CF América,3631,MEX1,2012
55666,2012-12-01,3000000,Santos Laguna,1403,MEX1,2012
143045,2012-12-01,1500000,Tigres UANL,7055,MEX1,2012
158327,2012-12-01,200000,Santos Laguna,1403,MEX1,2012
53180,2012-12-03,1300000,CD Cruz Azul,3711,MEX1,2012
63333,2012-12-03,500000,CF Pachuca,4035,MEX1,2012
64134,2012-12-03,1500000,CD Cruz Azul,3711,MEX1,2012
71401,2012-12-03,1250000,CF Pachuca,4035,MEX1,2012
111082,2012-12-03,1750000,CD Cruz Azul,3711,MEX1,2012
122043,2012-12-03,1000000,CF Pachuca,4035,MEX1,2012
131090,2012-12-03,4000000,CF América,3631,MEX1,2012
85324,2012-12-04,400000,SD Huesca,4035,MEX1,2012
185012,2012-12-17,200000,Atlas Guadalajara,8590,MEX1,2012
234227,2012-12-17,350000,Atlas Guadalajara,8590,MEX1,2012
215473,2012-12-18,150000,Club León FC,4941,MEX1,2012
122043,2012-12-19,1800000,CF Pachuca,4035,MEX1,2012
30677,2013-01-11,1500000,Celta de Vigo,4035,MEX1,2013
51046,2013-01-11,7000000,RCD Espanyol Barcelona,2407,MEX1,2013
125165,2013-01-11,850000,CF Monterrey,2407,MEX1,2013
67917,2013-01-13,5000000,Spartak Moscow,7055,MEX1,2013
122043,2013-02-06,3000000,CF Pachuca,4035,MEX1,2013
125165,2013-02-06,1000000,CF Monterrey,2407,MEX1,2013
185012,2013-05-27,350000,Atlas Guadalajara,8590,MEX1,2013
234227,2013-05-27,350000,Atlas Guadalajara,8590,MEX1,2013
215473,2013-05-28,400000,Club León FC,4941,MEX1,2013
181781,2013-06-06,700000,Juventus Primavera,40188,MEX1,2013
51046,2013-06-13,7000000,RCD Espanyol Barcelona,2407,MEX1,2013
30677,2013-06-14,1500000,Celta de Vigo,4035,MEX1,2013
85324,2013-06-17,500000,SD Huesca,4035,MEX1,2013
53180,2013-06-18,1800000,CD Cruz Azul,3711,MEX1,2013
55666,2013-06-18,3000000,Santos Laguna,1403,MEX1,2013
63333,2013-06-18,500000,CF Pachuca,4035,MEX1,2013
64134,2013-06-18,1500000,CD Cruz Azul,3711,MEX1,2013
71401,2013-06-18,1300000,CF Pachuca,4035,MEX1,2013
77066,2013-06-18,2000000,CD Cruz Azul,3711,MEX1,2013
122043,2013-06-18,6000000,CF Pachuca,4035,MEX1,2013
148713,2013-06-18,900000,CF Pachuca,4035,MEX1,2013
158327,2013-06-18,200000,Santos Laguna,1403,MEX1,2013
234918,2013-06-18,300000,CF Pachuca,4035,MEX1,2013
67917,2013-06-19,5000000,Spartak Moscow,7055,MEX1,2013
125165,2013-06-19,1300000,CF Monterrey,2407,MEX1,2013
129031,2013-06-19,700000,CF América,3631,MEX1,2013
131090,2013-06-19,7000000,CF América,3631,MEX1,2013
143045,2013-06-19,1500000,Tigres UANL,7055,MEX1,2013
206040,2013-06-19,2800000,CF América,3631,MEX1,2013
85324,2013-07-25,500000,Atlético de Madrid,4035,MEX1,2013
85324,2013-10-08,600000,Deportivo de La Coruña,4035,MEX1,2013
85324,2013-10-18,800000,Deportivo de La Coruña,4035,MEX1,2013
71401,2013-12-27,900000,CF Pachuca,4035,MEX1,2013
185012,2013-12-27,350000,Atlas Guadalajara,8590,MEX1,2013
215473,2013-12-27,1000000,Club León FC,4941,MEX1,2013
234227,2013-12-27,500000,Atlas Guadalajara,8590,MEX1,2013
234918,2013-12-27,700000,CF Pachuca,4035,MEX1,2013
236710,2013-12-27,250000,Querétaro FC,4961,MEX1,2013
242303,2013-12-27,300000,Club León FC,4941,MEX1,2013
53180,2014-01-02,1800000,CD Cruz Azul,3711,MEX1,2014
55666,2014-01-02,2800000,Santos Laguna,1403,MEX1,2014
64134,2014-01-02,1700000,Santos Laguna,1403,MEX1,2014
73523,2014-01-02,350000,CD Cruz Azul,3711,MEX1,2014
105899,2014-01-02,2400000,Tigres UANL,7055,MEX1,2014
129031,2014-01-02,800000,CF América,3631,MEX1,2014
131074,2014-01-02,300000,Deportivo Guadalajara,6711,MEX1,2014
143045,2014-01-02,1800000,Tigres UANL,7055,MEX1,2014
158327,2014-01-02,250000,Santos Laguna,1403,MEX1,2014
206040,2014-01-02,3000000,CF América,3631,MEX1,2014
243580,2014-01-02,650000,Santos Laguna,1403,MEX1,2014
30677,2014-01-23,1200000,Celta de Vigo,4035,MEX1,2014
51046,2014-01-23,7000000,RCD Espanyol Barcelona,2407,MEX1,2014
85324,2014-02-06,1500000,Deportivo de La Coruña,4035,MEX1,2014
285127,2014-02-10,50000,Unknown,13353,MEX1,2014
67917,2014-03-03,5000000,Spartak Moscow,7055,MEX1,2014
220919,2014-07-01,275000,Tigres UANL,7055,MEX1,2014
51046,2014-07-19,7000000,RCD Espanyol Barcelona,2407,MEX1,2014
30677,2014-07-20,2000000,Celta de Vigo,4035,MEX1,2014
85324,2014-07-20,1500000,Deportivo de La Coruña,4035,MEX1,2014
67917,2014-07-31,4500000,Spartak Moscow,7055,MEX1,2014
181781,2014-08-07,700000,Cruzeiro EC U20,40188,MEX1,2014
30825,2014-09-01,1400000,Tigres UANL,7055,MEX1,2014
42457,2014-09-01,1500000,Club Tijuana,13353,MEX1,2014
53180,2014-09-01,1800000,CD Cruz Azul,3711,MEX1,2014
55666,2014-09-01,3000000,Santos Laguna,1403,MEX1,2014
63333,2014-09-01,600000,CF Pachuca,4035,MEX1,2014
64134,2014-09-01,1500000,Santos Laguna,1403,MEX1,2014
71401,2014-09-01,1000000,Puebla FC,5662,MEX1,2014
73523,2014-09-01,500000,CD Cruz Azul,3711,MEX1,2014
87859,2014-09-01,2000000,Tigres UANL,7055,MEX1,2014
105899,2014-09-01,2000000,Tigres UANL,7055,MEX1,2014
107444,2014-09-01,400000,Tigres UANL,7055,MEX1,2014
116968,2014-09-01,2500000,Santos Laguna,1403,MEX1,2014
129031,2014-09-01,700000,CF América,3631,MEX1,2014
131074,2014-09-01,1000000,Deportivo Guadalajara,6711,MEX1,2014
131093,2014-09-01,2000000,CF Monterrey,2407,MEX1,2014
143045,2014-09-01,2800000,Tigres UANL,7055,MEX1,2014
148713,2014-09-01,1200000,CF Pachuca,4035,MEX1,2014
158327,2014-09-01,400000,Santos Laguna,1403,MEX1,2014
160700,2014-09-01,1000000,Querétaro FC,4961,MEX1,2014
164749,2014-09-01,1000000,Club Tijuana,13353,MEX1,2014
185012,2014-09-01,1000000,Atlas Guadalajara,8590,MEX1,2014
215473,2014-09-01,1500000,Club León FC,4941,MEX1,2014
234918,2014-09-01,1500000,CF Pachuca,4035,MEX1,2014
236710,2014-09-01,250000,Querétaro FC,4961,MEX1,2014
242303,2014-09-01,500000,Club León FC,4941,MEX1,2014
242580,2014-09-01,300000,Club Tijuana,13353,MEX1,2014
243580,2014-09-01,2000000,Santos Laguna,1403,MEX1,2014
286339,2014-09-01,600000,Club Tijuana,13353,MEX1,2014
298796,2014-09-01,600000,CF Pachuca,4035,MEX1,2014
316889,2014-09-01,1000000,CF Pachuca,4035,MEX1,2014
322174,2014-09-01,300000,Deportivo Guadalajara,6711,MEX1,2014
334042,2014-09-01,300000,Querétaro FC,4961,MEX1,2014
334538,2014-09-01,350000,Deportivo Toluca,1804,MEX1,2014
85324,2015-01-08,1800000,Real Zaragoza,4035,MEX1,2015
165361,2015-01-08,1500000,CF Monterrey,2407,MEX1,2015
30677,2015-01-23,2500000,Celta de Vigo,4035,MEX1,2015
51046,2015-01-23,7000000,RCD Espanyol Barcelona,2407,MEX1,2015
67917,2015-02-01,3500000,Clube Atlético Mineiro,7055,MEX1,2015
295400,2015-02-01,300000,FC Porto B,1146,MEX1,2015
181781,2015-02-17,700000,GD Estoril Praia,40188,MEX1,2015
67917,2015-05-31,3750000,Clube Atlético Mineiro,7055,MEX1,2015
30677,2015-07-01,3000000,Celta de Vigo,4035,MEX1,2015
51046,2015-07-01,6500000,RCD Espanyol Barcelona,2407,MEX1,2015
85324,2015-07-01,2000000,Atlético de Madrid,4035,MEX1,2015
111082,2015-07-01,2500000,Tigres UANL,7055,MEX1,2015
181781,2015-07-01,1000000,Cruzeiro Esporte Clube,40188,MEX1,2015
295400,2015-07-31,500000,FC Porto B,1146,MEX1,2015
67917,2015-09-11,5000000,Clube Atlético Mineiro,7055,MEX1,2015
42457,2015-10-01,2000000,Club Tijuana,13353,MEX1,2015
43907,2015-10-01,8000000,Tigres UANL,7055,MEX1,2015
53180,2015-10-01,1800000,CD Cruz Azul,3711,MEX1,2015
54534,2015-10-01,2800000,Santos Laguna,1403,MEX1,2015
55666,2015-10-01,2800000,CF América,3631,MEX1,2015
63333,2015-10-01,400000,CF Pachuca,4035,MEX1,2015
64134,2015-10-01,1800000,Santos Laguna,1403,MEX1,2015
71401,2015-10-01,1000000,Deportivo Guadalajara,6711,MEX1,2015
73523,2015-10-01,500000,CD Cruz Azul,3711,MEX1,2015
75035,2015-10-01,1500000,CF Pachuca,4035,MEX1,2015
87859,2015-10-01,2500000,Tigres UANL,7055,MEX1,2015
88542,2015-10-01,3000000,CF Pachuca,4035,MEX1,2015
105899,2015-10-01,2500000,Tigres UANL,7055,MEX1,2015
107444,2015-10-01,600000,Tigres UANL,7055,MEX1,2015
111082,2015-10-01,3500000,Tigres UANL,7055,MEX1,2015
116968,2015-10-01,2500000,Santos Laguna,1403,MEX1,2015
119342,2015-10-01,3000000,CF Monterrey,2407,MEX1,2015
129031,2015-10-01,700000,CF América,3631,MEX1,2015
131074,2015-10-01,1500000,Deportivo Guadalajara,6711,MEX1,2015
131093,2015-10-01,2300000,CF Monterrey,2407,MEX1,2015
131095,2015-10-01,800000,Puebla FC,5662,MEX1,2015
135082,2015-10-01,4000000,CF Monterrey,2407,MEX1,2015
135851,2015-10-01,300000,CD Cruz Azul,3711,MEX1,2015
145400,2015-10-01,1500000,Atlas Guadalajara,8590,MEX1,2015
158327,2015-10-01,400000,Santos Laguna,1403,MEX1,2015
160700,2015-10-01,1000000,Querétaro FC,4961,MEX1,2015
164749,2015-10-01,2300000,CF América,3631,MEX1,2015
185012,2015-10-01,1500000,Atlas Guadalajara,8590,MEX1,2015
189876,2015-10-01,500000,Club Tijuana,13353,MEX1,2015
215473,2015-10-01,1500000,Club León FC,4941,MEX1,2015
227671,2015-10-01,2000000,Querétaro FC,4961,MEX1,2015
234227,2015-10-01,400000,Atlas Guadalajara,8590,MEX1,2015
234242,2015-10-01,500000,Deportivo Guadalajara,6711,MEX1,2015
234918,2015-10-01,2500000,CF Pachuca,4035,MEX1,2015
242303,2015-10-01,600000,Club León FC,4941,MEX1,2015
242580,2015-10-01,300000,Club Tijuana,13353,MEX1,2015
243580,2015-10-01,2500000,Santos Laguna,1403,MEX1,2015
244724,2015-10-01,300000,Querétaro FC,4961,MEX1,2015
256866,2015-10-01,3500000,Deportivo Guadalajara,6711,MEX1,2015
286339,2015-10-01,1500000,Club Tijuana,13353,MEX1,2015
295426,2015-10-01,400000,CF Pachuca,4035,MEX1,2015
298796,2015-10-01,2500000,CF Pachuca,4035,MEX1,2015
316889,2015-10-01,2800000,CF Pachuca,4035,MEX1,2015
322174,2015-10-01,1000000,Deportivo Guadalajara,6711,MEX1,2015
325598,2015-10-01,300000,CF Pachuca,4035,MEX1,2015
334042,2015-10-01,1800000,Querétaro FC,4961,MEX1,2015
334538,2015-10-01,1000000,Deportivo Toluca,1804,MEX1,2015
67917,2015-12-15,5500000,Clube Atlético Mineiro,7055,MEX1,2015
30687,2016-01-04,5000000,Club León FC,4941,MEX1,2016
54590,2016-01-13,800000,Club León FC,4941,MEX1,2016
111082,2016-01-13,4000000,Tigres UANL,7055,MEX1,2016
119342,2016-01-13,5500000,CF Monterrey,2407,MEX1,2016
131093,2016-01-13,2000000,CF Pachuca,4035,MEX1,2016
135082,2016-01-13,5000000,CF Monterrey,2407,MEX1,2016
135851,2016-01-13,500000,CD Cruz Azul,3711,MEX1,2016
160700,2016-01-13,800000,Querétaro FC,4961,MEX1,2016
188491,2016-01-13,1000000,UNAM Pumas,7633,MEX1,2016
291262,2016-01-13,200000,Puebla FC,5662,MEX1,2016
298796,2016-01-13,3000000,CF Pachuca,4035,MEX1,2016
316889,2016-01-13,3200000,CF Pachuca,4035,MEX1,2016
334042,2016-01-13,2800000,Deportivo Guadalajara,6711,MEX1,2016
387687,2016-01-13,1000000,CF Monterrey,2407,MEX1,2016
51046,2016-02-05,7500000,PSV Eindhoven,2407,MEX1,2016
230030,2016-02-06,6000000,Tigres UANL,7055,MEX1,2016
30677,2016-02-22,3000000,Celta de Vigo,4035,MEX1,2016
85324,2016-02-22,4000000,SD Eibar,4035,MEX1,2016
181781,2016-02-24,2000000,GD Estoril Praia,40188,MEX1,2016
295400,2016-02-24,1000000,CF União Madeira (-2021),1146,MEX1,2016
227404,2016-04-01,1500000,UNAM Pumas,7633,MEX1,2016
67917,2016-05-27,6000000,Clube Atlético Mineiro,7055,MEX1,2016
43907,2016-06-01,8000000,Tigres UANL,7055,MEX1,2016
30677,2016-07-15,6000000,Celta de Vigo,4035,MEX1,2016
51046,2016-07-15,8000000,PSV Eindhoven,2407,MEX1,2016
85324,2016-07-15,5000000,Atlético de Madrid,4035,MEX1,2016
181781,2016-07-29,4000000,Al-Hilal SFC,40188,MEX1,2016
30687,2016-08-04,3500000,Club León FC,4941,MEX1,2016
42457,2016-08-04,2000000,Club Tijuana,13353,MEX1,2016
43907,2016-08-04,8000000,Tigres UANL,7055,MEX1,2016
51546,2016-08-04,300000,UNAM Pumas,7633,MEX1,2016
53180,2016-08-04,2000000,CD Cruz Azul,3711,MEX1,2016
54534,2016-08-04,2800000,Santos Laguna,1403,MEX1,2016
54590,2016-08-04,1000000,Club León FC,4941,MEX1,2016
55666,2016-08-04,3000000,CF América,3631,MEX1,2016
63333,2016-08-04,400000,CF Pachuca,4035,MEX1,2016
64134,2016-08-04,2000000,Santos Laguna,1403,MEX1,2016
71401,2016-08-04,1500000,Deportivo Guadalajara,6711,MEX1,2016
73523,2016-08-04,500000,CD Cruz Azul,3711,MEX1,2016
74065,2016-08-04,1800000,CF Pachuca,4035,MEX1,2016
75035,2016-08-04,2500000,CF Pachuca,4035,MEX1,2016
87518,2016-08-04,2500000,Club Tijuana,13353,MEX1,2016
87859,2016-08-04,3000000,Tigres UANL,7055,MEX1,2016
88542,2016-08-04,2800000,CF Pachuca,4035,MEX1,2016
105899,2016-08-04,3000000,Tigres UANL,7055,MEX1,2016
111082,2016-08-04,4000000,Tigres UANL,7055,MEX1,2016
116968,2016-08-04,2800000,Santos Laguna,1403,MEX1,2016
119342,2016-08-04,6000000,CF Monterrey,2407,MEX1,2016
129031,2016-08-04,1500000,CF América,3631,MEX1,2016
131074,2016-08-04,1000000,Deportivo Guadalajara,6711,MEX1,2016
131093,2016-08-04,2500000,CF Pachuca,4035,MEX1,2016
135082,2016-08-04,5000000,CF Monterrey,2407,MEX1,2016
135851,2016-08-04,1000000,CD Cruz Azul,3711,MEX1,2016
148713,2016-08-04,2000000,Club Tijuana,13353,MEX1,2016
155054,2016-08-04,800000,Club Necaxa,1146,MEX1,2016
158327,2016-08-04,400000,Santos Laguna,1403,MEX1,2016
160700,2016-08-04,1000000,Querétaro FC,4961,MEX1,2016
164749,2016-08-04,2000000,CF América,3631,MEX1,2016
165361,2016-08-04,1500000,CF Monterrey,2407,MEX1,2016
185012,2016-08-04,2000000,CF Monterrey,2407,MEX1,2016
188491,2016-08-04,1000000,Tigres UANL,7055,MEX1,2016
189876,2016-08-04,800000,Club Tijuana,13353,MEX1,2016
208715,2016-08-04,1000000,Santos Laguna,1403,MEX1,2016
212699,2016-08-04,600000,Atlas Guadalajara,8590,MEX1,2016
215473,2016-08-04,1800000,Club León FC,4941,MEX1,2016
227404,2016-08-04,1500000,Tigres UANL,7055,MEX1,2016
227671,2016-08-04,2300000,Querétaro FC,4961,MEX1,2016
230030,2016-08-04,3500000,Tigres UANL,7055,MEX1,2016
234242,2016-08-04,500000,Deportivo Guadalajara,6711,MEX1,2016
234918,2016-08-04,3800000,CF Pachuca,4035,MEX1,2016
236710,2016-08-04,300000,Deportivo Toluca,1804,MEX1,2016
242303,2016-08-04,1500000,Club León FC,4941,MEX1,2016
242580,2016-08-04,300000,Club Tijuana,13353,MEX1,2016
243580,2016-08-04,2300000,Santos Laguna,1403,MEX1,2016
244724,2016-08-04,700000,Querétaro FC,4961,MEX1,2016
249789,2016-08-04,900000,Puebla FC,5662,MEX1,2016
256866,2016-08-04,3000000,Deportivo Guadalajara,6711,MEX1,2016
264133,2016-08-04,400000,Atlas Guadalajara,8590,MEX1,2016
280379,2016-08-04,200000,CF Monterrey,2407,MEX1,2016
286339,2016-08-04,1200000,Club Tijuana,13353,MEX1,2016
291262,2016-08-04,300000,Puebla FC,5662,MEX1,2016
295373,2016-08-04,1000000,CF Pachuca,4035,MEX1,2016
295426,2016-08-04,400000,Club León FC,4941,MEX1,2016
298796,2016-08-04,4000000,CF Pachuca,4035,MEX1,2016
316889,2016-08-04,6000000,CF Pachuca,4035,MEX1,2016
322174,2016-08-04,800000,CF Pachuca,4035,MEX1,2016
325598,2016-08-04,1000000,CF Pachuca,4035,MEX1,2016
334042,2016-08-04,2800000,Deportivo Guadalajara,6711,MEX1,2016
334538,2016-08-04,1000000,Deportivo Toluca,1804,MEX1,2016
342385,2016-08-04,1800000,Club Tijuana,13353,MEX1,2016
344854,2016-08-04,300000,UNAM Pumas,7633,MEX1,2016
351505,2016-08-04,400000,Deportivo Guadalajara,6711,MEX1,2016
387687,2016-08-04,2500000,CF Monterrey,2407,MEX1,2016
401311,2016-08-04,300000,Atlas Guadalajara,8590,MEX1,2016
419457,2016-08-04,400000,Atlas Guadalajara,8590,MEX1,2016
424689,2016-08-04,500000,Deportivo Toluca,1804,MEX1,2016
295400,2016-09-30,1250000,FC Porto B,1146,MEX1,2016
85324,2016-10-24,10000000,Swansea City,4035,MEX1,2016
181781,2016-11-25,4000000,Al-Hilal SFC,40188,MEX1,2016
67917,2016-11-28,6000000,Clube Atlético Mineiro,7055,MEX1,2016
30687,2016-12-16,3000000,Club León FC,4941,MEX1,2016
42457,2016-12-16,2000000,Club Tijuana,13353,MEX1,2016
43907,2016-12-16,7000000,Tigres UANL,7055,MEX1,2016
51546,2016-12-16,500000,UNAM Pumas,7633,MEX1,2016
53180,2016-12-16,1800000,CD Cruz Azul,3711,MEX1,2016
54534,2016-12-16,2800000,Santos Laguna,1403,MEX1,2016
54590,2016-12-16,1500000,Club León FC,4941,MEX1,2016
55666,2016-12-16,3000000,CF América,3631,MEX1,2016
63333,2016-12-16,400000,CF Pachuca,4035,MEX1,2016
64134,2016-12-16,2000000,Santos Laguna,1403,MEX1,2016
71401,2016-12-16,2000000,Deportivo Guadalajara,6711,MEX1,2016
73523,2016-12-16,500000,CD Cruz Azul,3711,MEX1,2016
74065,2016-12-16,1500000,CF Pachuca,4035,MEX1,2016
75035,2016-12-16,3500000,CF Pachuca,4035,MEX1,2016
87518,2016-12-16,2000000,Club Tijuana,13353,MEX1,2016
87859,2016-12-16,3000000,Tigres UANL,7055,MEX1,2016
88542,2016-12-16,2300000,CF Pachuca,4035,MEX1,2016
105899,2016-12-16,4000000,Tigres UANL,7055,MEX1,2016
111082,2016-12-16,4000000,Tigres UANL,7055,MEX1,2016
116968,2016-12-16,2800000,Santos Laguna,1403,MEX1,2016
119342,2016-12-16,5000000,CF Monterrey,2407,MEX1,2016
122797,2016-12-16,4000000,Tigres UANL,7055,MEX1,2016
129031,2016-12-16,1000000,CF América,3631,MEX1,2016
131074,2016-12-16,1000000,Deportivo Guadalajara,6711,MEX1,2016
131093,2016-12-16,2500000,CF Pachuca,4035,MEX1,2016
135082,2016-12-16,5000000,CF Monterrey,2407,MEX1,2016
135851,2016-12-16,1000000,CD Cruz Azul,3711,MEX1,2016
143045,2016-12-16,2500000,Deportivo Guadalajara,6711,MEX1,2016
148713,2016-12-16,2500000,Club Tijuana,13353,MEX1,2016
155054,2016-12-16,1000000,Club Necaxa,1146,MEX1,2016
158327,2016-12-16,400000,Santos Laguna,1403,MEX1,2016
160700,2016-12-16,1200000,Querétaro FC,4961,MEX1,2016
164749,2016-12-16,1500000,CF América,3631,MEX1,2016
165361,2016-12-16,1800000,CF Monterrey,2407,MEX1,2016
185012,2016-12-16,2000000,CF Monterrey,2407,MEX1,2016
