id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty,year,resultado
864095,D. Quintero,UTC,2022-07-02 02:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 1,Mazatlán,Puebla,False,True,2.0,4.0,0.0,2.0,2.0,4.0,,,,,2022,visitante_gana
864096,I. Lopez,UTC,2022-07-02 22:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 1,Guadalajara Chivas,FC Juarez,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864094,L. Santander,UTC,2022-07-02 22:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 1,Necaxa,Toluca,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,,2022,visitante_gana
864097,Ó. Mejía,UTC,2022-07-03 00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 1,Tigres UANL,Cruz Azul,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,,2022,visitante_gana
864098,F. Guerrero,UTC,2022-07-03 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 1,Club America,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864099,A. Escobedo,UTC,2022-07-03 17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 1,U.N.A.M. - Pumas,Club Tijuana,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2022,empate
864100,F. Hernández,UTC,2022-07-03 22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 1,Atletico San Luis,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,,2022,visitante_gana
864101,J. Pérez,UTC,2022-07-04 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 1,Santos Laguna,Monterrey,True,False,4.0,3.0,2.0,2.0,4.0,3.0,,,,,2022,local_gana
864102,C. Ramos,UTC,2022-07-05 02:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 1,Pachuca,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864103,A. Escobedo,UTC,2022-07-09 00:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 2,Mazatlán,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2022,visitante_gana
864105,Ó. Macías,UTC,2022-07-09 02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 2,Club Tijuana,FC Juarez,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,2022,visitante_gana
864104,C. Ramos,UTC,2022-07-09 02:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 2,Puebla,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864111,J. Lopez,UTC,2022-07-10 00:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 2,Leon,U.N.A.M. - Pumas,,,3.0,3.0,0.0,2.0,3.0,3.0,,,,,2022,empate
864106,Ó. Mejía,UTC,2022-07-10 00:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 2,Guadalajara Chivas,Atletico San Luis,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2022,visitante_gana
864108,M. Ortíz,UTC,2022-07-10 02:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 2,Monterrey,Club America,True,False,3.0,2.0,1.0,2.0,3.0,2.0,,,,,2022,local_gana
864107,V. Cáceres,UTC,2022-07-10 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 2,Cruz Azul,Pachuca,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,,2022,visitante_gana
864109,F. Hernández,UTC,2022-07-10 17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 2,Toluca,Atlas,True,False,3.0,2.0,3.0,1.0,3.0,2.0,,,,,2022,local_gana
864110,F. Guerrero,UTC,2022-07-10 22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 2,Club Queretaro,Necaxa,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,2022,visitante_gana
864112,A. Escobedo,UTC,2022-07-14 02:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 3,Club America,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864113,E. Miranda,UTC,2022-07-16 00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 3,Puebla,Leon,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,2022,empate
864114,E. Galván,UTC,2022-07-16 02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 3,FC Juarez,Club Queretaro,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2022,empate
864115,Ó. Macías,UTC,2022-07-16 22:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 3,Atlas,Cruz Azul,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,,2022,local_gana
864116,M. Ortíz,UTC,2022-07-17 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 3,Santos Laguna,Guadalajara Chivas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864117,D. Quintero,UTC,2022-07-17 17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 3,U.N.A.M. - Pumas,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864118,F. Guerrero,UTC,2022-07-17 22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 3,Atletico San Luis,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2022,visitante_gana
864119,V. Cáceres,UTC,2022-07-18 00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 3,Tigres UANL,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864120,J. Camacho,UTC,2022-07-19 00:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 3,Pachuca,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864121,J. Pérez,UTC,2022-07-21 02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 4,Guadalajara Chivas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864122,L. Santander,UTC,2022-07-22 02:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 4,Club Queretaro,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,,2022,visitante_gana
864123,I. Lopez,UTC,2022-07-23 00:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 4,Mazatlán,Atletico San Luis,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2022,empate
864124,C. Ramos,UTC,2022-07-23 02:05:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 4,Necaxa,FC Juarez,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864125,D. Montaño,UTC,2022-07-23 22:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 4,Toluca,Santos Laguna,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,,2022,local_gana
864126,F. Guerrero,UTC,2022-07-24 00:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 4,Cruz Azul,Puebla,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2022,empate
864128,F. Hernández,UTC,2022-07-24 01:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 4,Club Tijuana,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864127,M. Ortíz,UTC,2022-07-24 02:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 4,Tigres UANL,Atlas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,2022,local_gana
864129,B. González,UTC,2022-07-25 00:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 4,Pachuca,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864131,Ó. Macías,UTC,2022-07-27 00:00:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 5,Monterrey,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864130,D. Montaño,UTC,2022-07-27 00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 5,Atlas,Club Tijuana,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,,2022,visitante_gana
864132,F. Hernández,UTC,2022-07-27 00:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 5,FC Juarez,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2022,visitante_gana
864134,G. Pacheco,UTC,2022-07-27 02:05:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 5,Leon,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2022,visitante_gana
864133,A. Escobedo,UTC,2022-07-27 02:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 5,Atletico San Luis,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864136,J. Pérez,UTC,2022-07-28 00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 5,Necaxa,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864135,C. Ramos,UTC,2022-07-28 00:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 5,Club Queretaro,Guadalajara Chivas,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2022,empate
864137,L. Santander,UTC,2022-07-28 02:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 5,U.N.A.M. - Pumas,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864139,F. Guerrero,UTC,2022-07-30 02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 6,FC Juarez,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864140,E. Miranda,UTC,2022-07-30 22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 6,Cruz Azul,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864141,I. Lopez,UTC,2022-07-31 00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 6,Tigres UANL,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,2022,local_gana
864142,A. Escobedo,UTC,2022-07-31 02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 6,Guadalajara Chivas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864144,D. Quintero,UTC,2022-07-31 02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 6,Club Tijuana,Mazatlán,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2022,local_gana
864143,M. Ortíz,UTC,2022-07-31 02:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 6,Puebla,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864145,D. Montaño,UTC,2022-07-31 17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 6,U.N.A.M. - Pumas,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2022,empate
864146,C. Ramos,UTC,2022-08-01 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 6,Santos Laguna,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864147,Ó. Macías,UTC,2022-08-01 02:05:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 6,Leon,Club America,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,,2022,local_gana
864229,V. Cáceres,UTC,2022-08-03 01:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 16,Toluca,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2022,empate
864230,Ó. Macías,UTC,2022-08-04 00:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 16,FC Juarez,Atletico San Luis,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2022,empate
864148,F. Guerrero,UTC,2022-08-05 02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 7,Atlas,Club Queretaro,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,,2022,local_gana
864150,J. Camacho,UTC,2022-08-06 02:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 7,Mazatlán,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,,2022,local_gana
864151,M. Ortíz,UTC,2022-08-07 00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 7,Monterrey,Leon,True,False,5.0,1.0,3.0,0.0,5.0,1.0,,,,,2022,local_gana
864153,Ó. Macías,UTC,2022-08-07 02:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 7,Santos Laguna,Cruz Azul,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,,2022,local_gana
864154,C. Ramos,UTC,2022-08-07 17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 7,Toluca,Club Tijuana,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,,2022,local_gana
864155,E. Galván,UTC,2022-08-07 21:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 7,Atletico San Luis,Necaxa,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,,2022,visitante_gana
864156,D. Quintero,UTC,2022-08-07 23:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 7,Pachuca,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864152,L. Santander,UTC,2022-08-08 01:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 7,Club America,FC Juarez,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,,2022,local_gana
864157,E. Miranda,UTC,2022-08-12 02:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 8,Club Queretaro,Atletico San Luis,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864158,G. Pacheco,UTC,2022-08-13 02:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 8,Necaxa,Monterrey,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,,2022,visitante_gana
864159,L. Santander,UTC,2022-08-13 02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 8,Club Tijuana,Puebla,,,3.0,3.0,1.0,1.0,3.0,3.0,,,,,2022,empate
864161,E. Galván,UTC,2022-08-13 22:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 8,Leon,Mazatlán,False,True,0.0,3.0,0.0,3.0,0.0,3.0,,,,,2022,visitante_gana
864162,A. Escobedo,UTC,2022-08-14 00:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 8,U.N.A.M. - Pumas,Club America,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,,2022,visitante_gana
864163,M. Ortíz,UTC,2022-08-14 02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 8,Guadalajara Chivas,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864164,F. Hernández,UTC,2022-08-14 22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 8,Cruz Azul,Toluca,False,True,2.0,3.0,1.0,2.0,2.0,3.0,,,,,2022,visitante_gana
864165,D. Montaño,UTC,2022-08-15 00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 8,Tigres UANL,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864166,A. Escobedo,UTC,2022-08-17 00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 9,Atlas,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2022,visitante_gana
864167,L. Santander,UTC,2022-08-17 01:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 9,Mazatlán,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864168,F. Guerrero,UTC,2022-08-17 02:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 9,Puebla,Necaxa,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,,2022,empate
864169,D. Quintero,UTC,2022-08-18 00:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 9,Toluca,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,2022,empate
864171,C. Ramos,UTC,2022-08-18 02:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 9,Pachuca,Club America,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,,2022,visitante_gana
864170,D. Montaño,UTC,2022-08-18 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 9,Cruz Azul,Club Tijuana,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,2022,visitante_gana
864172,V. Cáceres,UTC,2022-08-19 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 9,Santos Laguna,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,2022,local_gana
864173,Ó. Macías,UTC,2022-08-19 02:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 9,Atletico San Luis,U.N.A.M. - Pumas,True,False,3.0,2.0,1.0,2.0,3.0,2.0,,,,,2022,local_gana
864175,Ó. Mejía,UTC,2022-08-20 00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 10,Necaxa,Guadalajara Chivas,False,True,0.0,4.0,0.0,2.0,0.0,4.0,,,,,2022,visitante_gana
864177,G. Pacheco,UTC,2022-08-20 22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 10,Club Queretaro,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,2022,local_gana
864179,F. Guerrero,UTC,2022-08-21 00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 10,Monterrey,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864178,C. Ramos,UTC,2022-08-21 00:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 10,Atlas,Puebla,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2022,empate
864180,L. Santander,UTC,2022-08-21 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 10,Club America,Cruz Azul,True,False,7.0,0.0,3.0,0.0,7.0,0.0,,,,,2022,local_gana
864176,D. Quintero,UTC,2022-08-21 02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 10,FC Juarez,Mazatlán,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2022,empate
864181,M. Ortíz,UTC,2022-08-21 17:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 10,U.N.A.M. - Pumas,Santos Laguna,False,True,1.0,5.0,0.0,3.0,1.0,5.0,,,,,2022,visitante_gana
864182,D. Montaño,UTC,2022-08-21 22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 10,Atletico San Luis,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2022,local_gana
864183,I. Lopez,UTC,2022-08-22 00:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 10,Pachuca,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864231,L. Santander,UTC,2022-08-24 00:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 16,Guadalajara Chivas,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864232,V. Cáceres,UTC,2022-08-24 02:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 16,Club Queretaro,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2022,visitante_gana
864234,Ó. Mejía,UTC,2022-08-25 02:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 16,U.N.A.M. - Pumas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,2022,empate
864235,F. Guerrero,UTC,2022-08-26 00:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 16,Pachuca,Atlas,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,,2022,local_gana
864236,A. Escobedo,UTC,2022-08-26 02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 16,Club Tijuana,Santos Laguna,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,2022,visitante_gana
864184,M. Ortíz,UTC,2022-08-27 00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 11,Puebla,FC Juarez,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2022,empate
864185,E. Miranda,UTC,2022-08-27 02:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 11,Mazatlán,Club America,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,,2022,visitante_gana
864186,D. Quintero,UTC,2022-08-27 22:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 11,Cruz Azul,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,2022,local_gana
864187,F. Hernández,UTC,2022-08-28 00:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - 11,Tigres UANL,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864188,D. Montaño,UTC,2022-08-28 02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 11,Guadalajara Chivas,U.N.A.M. - Pumas,True,False,3.0,1.0,3.0,1.0,3.0,1.0,,,,,2022,local_gana
864189,G. Pacheco,UTC,2022-08-28 17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 11,Toluca,Pachuca,False,True,1.0,4.0,0.0,2.0,1.0,4.0,,,,,2022,visitante_gana
864191,Ó. Macías,UTC,2022-08-29 00:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 11,Leon,Atlas,True,False,4.0,2.0,1.0,1.0,4.0,2.0,,,,,2022,local_gana
864190,F. Guerrero,UTC,2022-08-29 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 11,Santos Laguna,Atletico San Luis,True,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,,2022,local_gana
864192,B. González,UTC,2022-08-29 02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 11,Club Tijuana,Monterrey,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,,2022,visitante_gana
864193,D. Quintero,UTC,2022-09-02 00:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 12,Atletico San Luis,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864194,I. Lopez,UTC,2022-09-02 02:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 12,Club Queretaro,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,2022,empate
864195,M. Ortíz,UTC,2022-09-03 00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 12,Necaxa,Leon,True,False,3.0,2.0,3.0,0.0,3.0,2.0,,,,,2022,local_gana
864196,B. González,UTC,2022-09-03 02:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 12,FC Juarez,Cruz Azul,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,,2022,empate
864197,F. Hernández,UTC,2022-09-03 22:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 12,Pachuca,Santos Laguna,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2022,local_gana
864198,V. Cáceres,UTC,2022-09-04 00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 12,Monterrey,Mazatlán,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864199,L. Santander,UTC,2022-09-04 00:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 12,Atlas,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864200,D. Montaño,UTC,2022-09-04 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 12,Club America,Tigres UANL,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2022,local_gana
864201,C. Ramos,UTC,2022-09-04 22:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 12,Toluca,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022,empate
864202,J. Camacho,UTC,2022-09-07 00:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 13,Leon,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2022,local_gana
864203,D. Quintero,UTC,2022-09-07 00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 13,Santos Laguna,Necaxa,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,,2022,local_gana
864204,Ó. Mejía,UTC,2022-09-07 02:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 13,Monterrey,Cruz Azul,True,False,3.0,2.0,2.0,1.0,3.0,2.0,,,,,2022,local_gana
864205,V. Cáceres,UTC,2022-09-07 02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 13,Club America,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,,2022,local_gana
